Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Autopilot__c,Battery__c,Billing_Status__c,Cancelled__c,Contact_Name__c,Delivery_Date__c,Hydraulic_System__c,Interior__c,Loan_Application__c,Manufacturing_Status__c,Model__c,Owner__c,Paint__c,Payment_Type__c,Prediction_Sample__c,Price__c,Rear_Seats__c,SAP_ID__c,Self_Driving__c,Spoiler__c,Status__c,Sunroof__c,Web_ID__c,Wheels__c,Year__c
a04P0000004SgRMIA0,005P0000002j5xdIAA,,201911-00059,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJeoIAH,,100 kWh,Not Invoiced,,Michael Acre,,1,Black Textile,,,Flint,003P000001FicPrIAJ,1000,Loan,1,43900,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SgRNIA0,005P0000002j5xdIAA,,201911-00060,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJepIAH,1,100 kWh,Not Invoiced,,Hyo Cuther,,,Light Premium,,,Flash,003P000001FicPsIAJ,1000,Loan,1,65000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SgROIA0,005P0000002j5xdIAA,,201911-00061,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJeqIAH,1,100 kWh,Not Invoiced,1,Halley Schuffert,,1,Light Premium,,,Flash,003P000001FicPtIAJ,4150,Cash,1,67600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRPIA0,005P0000002j5xdIAA,,201911-00062,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJerIAH,1,100 kWh,Not Invoiced,,Nicola Ingles,,,Cream Premium,,,Flash,003P000001FicPuIAJ,1000,Cash,1,67800,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SgRQIA0,005P0000002j5xdIAA,,201911-00063,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJesIAH,,100 kWh,Not Invoiced,,Birgit Horstead,,1,Black Textile,,,Flare,003P000001FicPvIAJ,130,Cash,1,52600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRRIA0,005P0000002j5xdIAA,,201911-00064,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJetIAH,1,100 kWh,Not Invoiced,,Dominique Merck,,1,Black Premium,,,Flash,003P000001FicPwIAJ,130,Loan,1,67400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRSIA0,005P0000002j5xdIAA,,201911-00065,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJeuIAH,1,100 kWh,Not Invoiced,,Arnold Jonason,,,White Premium,,,Flare,003P000001FicPxIAJ,130,Cash,1,57800,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SgRTIA0,005P0000002j5xdIAA,,201911-00066,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJevIAH,1,75 kWh,Not Invoiced,,Yvone Daris,,1,Light Premium,,,Flint,003P000001FicPyIAJ,130,Cash,1,41100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SgRUIA0,005P0000002j5xdIAA,,201911-00067,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJewIAH,1,100P kWh,Not Invoiced,,Deb Carne,,1,Black Premium,,,Flare,003P000001FicPzIAJ,0,Loan,1,59400,1,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SgRVIA0,005P0000002j5xdIAA,,201911-00068,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJexIAH,1,100 kWh,Not Invoiced,,Porter Hernander,,,Cream Premium,,,Flint,003P000001FicQ0IAJ,1000,Cash,1,47800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRWIA0,005P0000002j5xdIAA,,201911-00069,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJeyIAH,1,100 kWh,Not Invoiced,1,Stormy Eidinger,,1,Light Premium,,,Flash,003P000001FicQ1IAJ,130,Cash,1,67400,1,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SgRXIA0,005P0000002j5xdIAA,,201911-00070,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJezIAH,,100P kWh,Not Invoiced,,Lelia Zeolla,,,White Premium,,,Flare,003P000001FicQ2IAJ,1000,Loan,1,53500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRYIA0,005P0000002j5xdIAA,,201911-00071,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf0IAH,1,100 kWh,Not Invoiced,,Garrett Bolieu,,,White Premium,,,Flash,003P000001FicQ3IAJ,0,Cash,1,67800,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SgRZIA0,005P0000002j5xdIAA,,201911-00072,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf1IAH,1,100 kWh,Not Invoiced,,Darren Dansie,,,Black Textile,,,Flare,003P000001FicQ4IAJ,130,Loan,1,57800,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SgRaIAK,005P0000002j5xdIAA,,201911-00073,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf2IAH,,100 kWh,Not Invoiced,,Luci Cussins,,1,Black Premium,,,Flare,003P000001FicQ5IAJ,130,Loan,1,52600,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SgRbIAK,005P0000002j5xdIAA,,201911-00074,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf3IAH,1,100 kWh,Not Invoiced,,Lynetta Jolliffe,,1,Cream Premium,,,Flint,003P000001FicQ6IAJ,130,Cash,1,47400,1,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SgRcIAK,005P0000002j5xdIAA,,201911-00075,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf4IAH,,100P kWh,Not Invoiced,,Melita Naborg,,1,Light Premium,,,Flash,003P000001FicQ7IAJ,230,Cash,1,64400,1,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SgRdIAK,005P0000002j5xdIAA,,201911-00076,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf5IAH,,100 kWh,Not Invoiced,,Jerlene Quirindongo,,,Light Premium,,,Flare,003P000001FicQ8IAJ,1000,Loan,1,51500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgReIAK,005P0000002j5xdIAA,,201911-00077,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf6IAH,1,75 kWh,Not Invoiced,,Felica Harpold,,,Black Premium,,,Flare,003P000001FicQ9IAJ,230,Loan,1,50000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SgRfIAK,005P0000002j5xdIAA,,201911-00078,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf7IAH,,100P kWh,Not Invoiced,,Sana Veverka,,,Light Premium,,,Flint,003P000001FicQAIAZ,1000,Loan,1,43300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRgIAK,005P0000002j5xdIAA,,201911-00079,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf8IAH,1,100 kWh,Not Invoiced,,Jovita Seber,,1,Light Premium,,,Flare,003P000001FicQBIAZ,130,Cash,1,57400,1,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SgRhIAK,005P0000002j5xdIAA,,201911-00080,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJf9IAH,,100P kWh,Not Invoiced,,Maranda Weingarten,,,Cream Premium,,,Flint,003P000001FicQCIAZ,130,Loan,1,43500,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SgRiIAK,005P0000002j5xdIAA,,201911-00081,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfAIAX,1,100P kWh,Not Invoiced,,Rosalie Gaal,,1,Light Premium,,,Flash,003P000001FicQDIAZ,4150,Loan,1,69400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRjIAK,005P0000002j5xdIAA,,201911-00082,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfBIAX,,100 kWh,Not Invoiced,,Lorrie Marchall,,,Light Premium,,,Flash,003P000001FicQEIAZ,0,Loan,1,60000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRkIAK,005P0000002j5xdIAA,,201911-00083,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfCIAX,1,100 kWh,Not Invoiced,,Alyssa Desamparo,,1,Light Premium,,,Flint,003P000001FicQFIAZ,130,Loan,1,48900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRlIAK,005P0000002j5xdIAA,,201911-00084,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfDIAX,1,100P kWh,Not Invoiced,,Julene Pinchon,,1,Black Textile,,,Flare,003P000001FicQGIAZ,1000,Loan,1,59600,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SgRmIAK,005P0000002j5xdIAA,,201911-00085,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfEIAX,,100 kWh,Not Invoiced,,Shanti Mccord,,1,White Premium,,,Flint,003P000001FicQHIAZ,1000,Loan,1,42400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRnIAK,005P0000002j5xdIAA,,201911-00086,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfFIAX,,75 kWh,Not Invoiced,,Belle Kanjirathinga,,1,White Premium,,,Flare,003P000001FicQIIAZ,230,Loan,1,48900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRoIAK,005P0000002j5xdIAA,,201911-00087,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfGIAX,,100 kWh,Not Invoiced,,Glenn Pollok,,1,Black Textile,,,Flare,003P000001FicQJIAZ,130,Loan,1,53900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRpIAK,005P0000002j5xdIAA,,201911-00088,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfHIAX,,75 kWh,Not Invoiced,1,Randall Ambers,,1,Black Premium,,,Flash,003P000001FicQKIAZ,0,Cash,1,57600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRqIAK,005P0000002j5xdIAA,,201911-00089,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfIIAX,1,100 kWh,Not Invoiced,,Wan Faure,,,Light Premium,,,Flare,003P000001FicQLIAZ,0,Loan,1,55000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRrIAK,005P0000002j5xdIAA,,201911-00090,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfJIAX,,75 kWh,Not Invoiced,1,Collen Dubiel,,,Cream Premium,,,Flare,003P000001FicQMIAZ,130,Cash,1,45000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SgRsIAK,005P0000002j5xdIAA,,201911-00091,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfKIAX,,100P kWh,Not Invoiced,,Marietta Fontes,,1,Black Premium,,,Flint,003P000001FicQNIAZ,1000,Loan,1,44600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRtIAK,005P0000002j5xdIAA,,201911-00092,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfLIAX,1,100P kWh,Not Invoiced,,Guy Chancer,,1,Light Premium,,,Flint,003P000001FicQOIAZ,4150,Cash,1,50900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRuIAK,005P0000002j5xdIAA,,201911-00093,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfMIAX,,100 kWh,Not Invoiced,,Cody Hollenberg,,,Black Premium,,,Flint,003P000001FicQPIAZ,230,Loan,1,40000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SgRvIAK,005P0000002j5xdIAA,,201911-00094,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfNIAX,1,100 kWh,Not Invoiced,,Karissa Reddinger,,,Black Premium,,,Flare,003P000001FicQQIAZ,55,Loan,1,56300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRwIAK,005P0000002j5xdIAA,,201911-00095,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfOIAX,,75 kWh,Not Invoiced,1,Carole Nims,,1,Cream Premium,,,Flint,003P000001FicQRIAZ,230,Cash,1,38900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRxIAK,005P0000002j5xdIAA,,201911-00096,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfPIAX,1,100 kWh,Not Invoiced,,Sherie Tietze,,1,Light Premium,,,Flash,003P000001FicQSIAZ,230,Cash,1,67600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRyIAK,005P0000002j5xdIAA,,201911-00097,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfQIAX,,75 kWh,Not Invoiced,,Kimi Chaisson,,,Black Textile,,,Flare,003P000001FicQTIAZ,1000,Loan,1,46300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgRzIAK,005P0000002j5xdIAA,,201911-00098,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfRIAX,,100 kWh,Not Invoiced,,Danyell Yamane,,,Light Premium,,,Flare,003P000001FicQUIAZ,4150,Loan,1,52800,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SgS0IAK,005P0000002j5xdIAA,,201911-00099,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfSIAX,,100P kWh,Not Invoiced,,Aja Salmond,,,Black Premium,,,Flare,003P000001FicQVIAZ,55,Cash,1,53300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgS1IAK,005P0000002j5xdIAA,,201911-00100,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfTIAX,1,100 kWh,Not Invoiced,,Odell Peels,,,White Premium,,,Flash,003P000001FicQWIAZ,230,Loan,1,67800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgS2IAK,005P0000002j5xdIAA,,201911-00101,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfUIAX,1,100 kWh,Not Invoiced,,Tawna Lammert,,,Black Premium,,,Flare,003P000001FicQXIAZ,130,Cash,1,55000,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SgS3IAK,005P0000002j5xdIAA,,201911-00102,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfVIAX,,75 kWh,Not Invoiced,1,Chris Ropac,,,Light Premium,,,Flare,003P000001FicQYIAZ,4150,Loan,1,45000,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SgS4IAK,005P0000002j5xdIAA,,201911-00103,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfWIAX,1,100P kWh,Not Invoiced,,Tyisha Whitemarsh,,1,Cream Premium,,,Flare,003P000001FicQZIAZ,1000,Cash,1,60900,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SgS5IAK,005P0000002j5xdIAA,,201911-00104,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfXIAX,,100 kWh,Not Invoiced,1,Ching Yelverton,,,Cream Premium,,,Flash,003P000001FicQaIAJ,1000,Cash,1,61500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgS6IAK,005P0000002j5xdIAA,,201911-00105,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfYIAX,,75 kWh,Not Invoiced,,Sophie Lohre,,1,White Premium,,,Flash,003P000001FicQbIAJ,130,Loan,1,58900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgS7IAK,005P0000002j5xdIAA,,201911-00106,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfZIAX,1,100 kWh,Not Invoiced,,Kory Dreben,,1,Light Premium,,,Flash,003P000001FicQcIAJ,55,Cash,1,68900,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SgS8IAK,005P0000002j5xdIAA,,201911-00107,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfaIAH,1,100 kWh,Not Invoiced,1,Johanna Donaway,,,Cream Premium,,,Flint,003P000001FicQdIAJ,230,Cash,1,46500,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SgS9IAK,005P0000002j5xdIAA,,201911-00108,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfbIAH,1,100P kWh,Not Invoiced,,Joeann Stolarz,,1,White Premium,,,Flash,003P000001FicQeIAJ,230,Loan,1,68100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgSAIA0,005P0000002j5xdIAA,,201911-00109,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfcIAH,,100P kWh,Not Invoiced,,Lucinda Metts,,1,Light Premium,,,Flint,003P000001FicQfIAJ,4150,Cash,1,44600,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SgSBIA0,005P0000002j5xdIAA,,201911-00110,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfdIAH,1,100 kWh,Not Invoiced,,Lanette Roshannon,,1,Light Premium,,,Flare,003P000001FicQgIAJ,0,Loan,1,57600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgSCIA0,005P0000002j5xdIAA,,201911-00111,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfeIAH,1,100 kWh,Not Invoiced,,Madelene Schwoerer,,,Light Premium,,,Flint,003P000001FicQhIAJ,0,Cash,1,46300,1,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SgSDIA0,005P0000002j5xdIAA,,201911-00112,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJffIAH,1,100P kWh,Not Invoiced,1,Sharell Causley,,1,Light Premium,,,Flint,003P000001FicQiIAJ,130,Cash,1,48100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SgSEIA0,005P0000002j5xdIAA,,201911-00113,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfgIAH,,100P kWh,Not Invoiced,,Karoline Frommer,,,White Premium,,,Flare,003P000001FicQjIAJ,4150,Cash,1,54800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgSFIA0,005P0000002j5xdIAA,,201911-00114,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfhIAH,1,100P kWh,Not Invoiced,,Hortense Doll,,1,Light Premium,,,Flare,003P000001FicQkIAJ,230,Cash,1,58100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SgSGIA0,005P0000002j5xdIAA,,201911-00115,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfiIAH,,100 kWh,Not Invoiced,,Delila Cudmore,,1,Cream Premium,,,Flash,003P000001FicQlIAJ,55,Cash,1,61100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgSHIA0,005P0000002j5xdIAA,,201911-00116,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfjIAH,,75 kWh,Not Invoiced,1,Diane Haimes,,,Black Premium,,,Flare,003P000001FicQmIAJ,230,Cash,1,47800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgSIIA0,005P0000002j5xdIAA,,201911-00117,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJfkIAH,,100P kWh,Not Invoiced,,Samara Ras,,,Cream Premium,,,Flare,003P000001FicQnIAJ,55,Loan,1,53300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgSJIA0,005P0000002j5xdIAA,,201911-00118,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:11.000+0000,,,,001P000001SUJflIAH,1,100 kWh,Not Invoiced,,Astrid Gerpheide,,1,Black Premium,,,Flash,003P000001FicQoIAJ,4150,Loan,1,67600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
